,Company,Product Type,Production Year,Greenhouse Gas Emissions,Pollutants Emitted,Water Consumption,Energy Consumption,Waste Generation,Sales Revenue
2354,Zara,Organic Cotton,2019,2146,17,6500,1323,278,429934
2355,Forever 21,Synthetic Blend,2022,5870,21,7208,1320,285,549190
2356,Adidas,Wool,2018,3427,23,6417,1149,325,451530
2357,Urban Outfitters,Microfiber,2022,4197,12,5682,1091,175,458912
2358,Adidas,Linen,2020,2202,24,5965,1284,218,485075
2359,Adidas,Recycled Poly,2020,5379,14,4863,1454,326,555105
2360,Forever 21,Viscose,2020,2733,23,7305,715,167,489235
2361,Adidas,Microfiber,2019,2015,15,5913,752,281,540780
2362,Forever 21,Recycled Poly,2018,2529,22,4224,862,319,594419
2363,Zara,Wool,2020,2578,11,4963,1078,325,581273
2364,Forever 21,Tencel,2022,5932,23,7689,850,178,441889
2365,Urban Outfitters,Polyester,2022,5925,18,7800,1377,280,428004
2366,Zara,Tencel,2021,3930,18,6191,841,191,451520
2367,Urban Outfitters,Organic Cotton,2022,3709,23,7983,1219,245,534731
2368,Zara,Tencel,2019,2305,9,5062,1253,161,529782
2369,Urban Outfitters,Organic Cotton,2021,2567,14,7449,893,247,567699
2370,Zara,Synthetic Blend,2022,5103,11,7131,1363,321,442028
2371,Adidas,Tencel,2021,4015,14,6457,1386,258,566719
2372,Forever 21,Recycled Poly,2021,5012,24,6722,1350,162,490027
2373,Zara,Viscose,2020,3678,12,5059,790,298,531023
2374,Zara,Organic Cotton,2021,2160,24,7684,1265,314,485040
2375,Adidas,Linen,2020,3636,19,6960,1086,240,448051
2376,Urban Outfitters,Viscose,2021,3288,18,6621,746,304,530528
2377,Nike,Viscose,2021,4943,16,6950,971,306,532540
2378,Zara,Synthetic Blend,2021,5991,18,4621,766,263,423044
2379,Adidas,Tencel,2020,2637,21,4583,863,241,572042
2380,Adidas,Wool,2021,4054,13,4001,1214,296,478196
2381,Nike,Tencel,2021,5910,16,6515,742,261,456034
2382,Nike,Microfiber,2021,3039,25,5823,1316,297,437865
2383,Urban Outfitters,Polyester,2022,2319,11,5228,775,204,449608
2384,Forever 21,Cotton,2020,3137,15,6927,1117,177,480987
2385,Adidas,Linen,2021,1803,19,4764,954,161,486718
2386,Nike,Tencel,2022,2573,21,5361,1498,329,425749
2387,Adidas,Organic Cotton,2020,4274,24,4592,968,181,581554
2388,Zara,Microfiber,2020,2058,15,6854,996,220,427406
2389,Forever 21,Microfiber,2021,2317,24,7094,1458,273,437126
2390,Forever 21,Recycled Poly,2020,2142,9,7548,1110,268,564481
2391,Adidas,Nylon,2020,2452,23,5109,1123,282,447416
2392,Adidas,Organic Cotton,2022,3313,21,6566,1085,217,563108
2393,Urban Outfitters,Viscose,2022,3839,21,6852,1333,290,535434
2394,Nike,Tencel,2021,4358,11,5340,1048,300,488476
2395,Nike,Wool,2018,2706,12,6513,838,334,577052
2396,Adidas,Polyester,2021,4759,16,6854,1090,327,431662
2397,Nike,Nylon,2018,5686,11,5730,1399,336,436218
2398,Adidas,Viscose,2022,5034,15,5725,1021,213,527686
2399,Adidas,Nylon,2022,3929,19,5525,1313,164,519348
2400,Urban Outfitters,Polyester,2018,2002,18,7305,839,226,559028
2401,Forever 21,Synthetic Blend,2019,2184,18,7770,1085,246,598889
2402,Nike,Tencel,2022,5362,22,6037,1120,162,505688
2403,Urban Outfitters,Synthetic Blend,2019,1917,18,5289,1133,243,548458
2404,Urban Outfitters,Organic Cotton,2022,2039,23,7205,1015,346,503606
2405,Adidas,Cotton,2022,2036,22,4535,948,350,516869
2406,Nike,Microfiber,2021,2871,14,7155,1128,236,495809
2407,Zara,Nylon,2021,4536,20,4937,754,152,597017
2408,Urban Outfitters,Recycled Poly,2019,2770,14,4623,1001,196,538469
2409,Urban Outfitters,Linen,2021,4344,21,4550,1482,230,580765
2410,Zara,Microfiber,2018,2649,11,4724,987,331,446192
2411,Zara,Organic Cotton,2022,3857,25,6619,1097,165,421604
2412,Forever 21,Polyester,2018,5687,25,5622,1192,332,549639
2413,Forever 21,Recycled Poly,2019,2448,14,6366,1309,241,536415
2414,Zara,Synthetic Blend,2021,2905,22,7246,969,192,587403
2415,Urban Outfitters,Nylon,2019,2708,14,4219,908,285,485858
2416,Adidas,Linen,2020,3667,22,5416,1413,300,521153
2417,Forever 21,Polyester,2021,4670,14,5509,971,281,465830
2418,Nike,Recycled Poly,2018,3705,25,5328,959,242,490347
2419,Zara,Polyester,2021,3884,18,6673,1076,223,590972
2420,Urban Outfitters,Organic Cotton,2019,3412,11,4456,843,199,460413
2421,Urban Outfitters,Synthetic Blend,2022,5824,11,5846,1148,348,524371
2422,Adidas,Cotton,2020,3162,24,4695,731,199,565513
2423,Forever 21,Microfiber,2019,2396,24,5448,1431,153,591718
2424,Forever 21,Polyester,2018,4970,16,7386,742,215,506232
2425,Adidas,Polyester,2021,3680,19,6945,1258,278,457965
2426,Nike,Viscose,2019,4511,16,7608,1012,153,429375
2427,Zara,Tencel,2018,5046,23,5942,1217,223,554791
2428,Zara,Microfiber,2020,3211,17,5040,960,321,514231
2429,Nike,Synthetic Blend,2021,2238,15,7356,1247,242,437290
2430,Urban Outfitters,Viscose,2022,3581,23,6885,1265,177,424081
2431,Nike,Cotton,2022,2810,13,6198,1167,278,554346
2432,Nike,Tencel,2021,5286,25,6107,1495,189,576985
2433,Zara,Synthetic Blend,2020,5742,13,7430,1190,176,491890
2434,Urban Outfitters,Wool,2019,3879,21,4952,737,172,576819
2435,Forever 21,Microfiber,2020,3233,17,4541,908,292,590052
2436,Adidas,Viscose,2021,3133,25,4964,943,295,447054
2437,Adidas,Nylon,2022,5895,9,5605,860,295,475073
2438,Adidas,Tencel,2022,2204,15,4687,849,181,431739
2439,Zara,Polyester,2019,3684,14,7641,702,154,436523
2440,Forever 21,Microfiber,2021,5355,21,4469,746,157,553149
2441,Forever 21,Wool,2022,5739,21,4498,711,290,441918
2442,Nike,Cotton,2020,4943,11,5182,763,335,481664
2443,Forever 21,Synthetic Blend,2020,3798,11,6415,1222,343,432416
2444,Urban Outfitters,Synthetic Blend,2021,2932,15,5289,1016,254,574324
2445,Nike,Wool,2018,2085,9,4813,1450,347,424430
2446,Urban Outfitters,Microfiber,2019,1828,20,7347,985,234,574226
2447,Urban Outfitters,Linen,2018,4514,9,7698,1405,161,534271
2448,Urban Outfitters,Wool,2021,5257,17,4376,775,153,589687
2449,Urban Outfitters,Organic Cotton,2020,2508,11,6883,930,222,420415
2450,Urban Outfitters,Tencel,2020,2623,21,6515,1305,218,582165
2451,Urban Outfitters,Polyester,2022,1923,20,7166,1275,344,471025
2452,Urban Outfitters,Microfiber,2022,3457,18,6269,844,246,560062
2453,Forever 21,Viscose,2022,5119,14,5590,1321,267,424043
2454,Forever 21,Cotton,2022,5350,25,7677,1350,294,451015
2455,Urban Outfitters,Tencel,2021,2395,20,4125,1079,301,532395
2456,Adidas,Organic Cotton,2021,2435,23,7673,1086,155,575897
2457,Adidas,Recycled Poly,2018,2512,13,5767,1418,345,513980
2458,Urban Outfitters,Wool,2022,3330,21,4060,1009,170,565043
2459,Zara,Viscose,2020,2940,11,7211,1172,242,507979
2460,Forever 21,Organic Cotton,2018,5572,24,5871,997,330,443648
2461,Adidas,Linen,2020,4954,14,7211,776,174,562032
2462,Forever 21,Recycled Poly,2020,2552,21,7850,841,261,489801
2463,Adidas,Recycled Poly,2019,5711,19,6098,1301,169,537775
2464,Zara,Synthetic Blend,2020,3982,13,4431,1266,238,598524
2465,Nike,Organic Cotton,2021,2171,19,5782,1498,279,453139
2466,Zara,Viscose,2019,2834,20,6035,700,331,570607
2467,Zara,Polyester,2018,5071,16,7790,1421,237,527481
2468,Nike,Polyester,2021,3206,15,7388,839,221,543208
2469,Adidas,Tencel,2019,4487,17,4020,759,172,547264
2470,Forever 21,Wool,2022,3297,14,6821,968,333,538652
2471,Adidas,Nylon,2019,5238,11,5595,1255,347,517816
2472,Zara,Linen,2018,2282,20,7862,1275,314,435466
2473,Zara,Nylon,2022,4845,9,6500,882,268,448628
2474,Zara,Organic Cotton,2019,5301,11,7061,744,340,515086
2475,Adidas,Linen,2018,2915,15,4179,733,268,438580
2476,Urban Outfitters,Viscose,2020,1920,9,7919,1195,215,591349
2477,Zara,Tencel,2022,4358,19,6863,1000,208,589308
2478,Adidas,Viscose,2022,5636,22,6429,1268,296,475925
2479,Urban Outfitters,Organic Cotton,2019,3906,17,7918,1183,346,450295
2480,Urban Outfitters,Nylon,2022,2957,24,4828,1018,287,441664
2481,Adidas,Nylon,2018,3912,19,4185,857,240,567188
2482,Forever 21,Microfiber,2019,3300,11,5918,1003,204,514356
2483,Urban Outfitters,Synthetic Blend,2022,3782,19,7569,855,257,558920
2484,Zara,Microfiber,2020,5366,10,7052,1139,264,470792
2485,Forever 21,Tencel,2019,3859,18,7813,1254,278,471178
2486,Forever 21,Synthetic Blend,2019,4404,16,5567,1345,226,526402
2487,Adidas,Tencel,2018,4510,19,4217,1156,263,492535
2488,Zara,Microfiber,2020,5478,19,5443,781,243,524088
2489,Adidas,Cotton,2022,3297,9,6433,734,288,507374
2490,Nike,Nylon,2018,5841,18,6992,728,320,577309
2491,Zara,Cotton,2018,2482,12,5895,1497,279,521685
2492,Zara,Viscose,2018,2965,19,7299,1002,330,536702
2493,Urban Outfitters,Polyester,2019,3177,9,5663,1434,308,517242
2494,Adidas,Organic Cotton,2020,2481,14,4002,784,320,455450
2495,Adidas,Linen,2020,4727,10,4043,861,256,433310
2496,Zara,Organic Cotton,2018,4562,15,7534,1436,196,510970
2497,Forever 21,Synthetic Blend,2021,4583,10,5794,989,161,549056
2498,Zara,Linen,2019,2857,23,6436,1263,162,512763
2499,Forever 21,Wool,2020,2029,16,6729,1469,166,432620
2500,Zara,Microfiber,2020,3571,18,7165,1438,153,473284
2501,Forever 21,Nylon,2018,4072,20,4516,732,204,532304
2502,Zara,Tencel,2022,4128,11,4294,1255,226,584327
2503,Forever 21,Nylon,2019,4559,14,7931,1258,241,510730
2504,Adidas,Organic Cotton,2022,4589,13,4187,1070,249,438523
2505,Zara,Polyester,2021,5788,9,6638,719,251,569734
2506,Urban Outfitters,Tencel,2018,2403,21,6937,1149,272,488883
2507,Zara,Cotton,2021,5903,17,6844,1396,182,477096
2508,Adidas,Viscose,2020,4312,20,7530,930,155,420728
2509,Urban Outfitters,Linen,2021,4888,14,5368,1035,152,477138
2510,Adidas,Wool,2020,1890,11,6020,917,247,502078
2511,Nike,Recycled Poly,2021,3304,18,4433,1170,287,486786
2512,Adidas,Viscose,2018,3330,13,4896,926,228,506777
2513,Zara,Nylon,2018,2061,10,6634,1131,323,432162
2514,Nike,Cotton,2018,5191,25,5037,948,153,459706
2515,Zara,Nylon,2021,5016,23,4900,839,307,421702
2516,Nike,Wool,2020,5539,19,7089,1276,292,562352
2517,Urban Outfitters,Organic Cotton,2022,3324,11,4700,1307,338,575607
2518,Urban Outfitters,Synthetic Blend,2019,5037,10,4945,946,257,595908
2519,Adidas,Polyester,2019,5548,20,5448,1233,197,440378
2520,Nike,Linen,2021,2002,13,4004,1155,179,443811
2521,Nike,Recycled Poly,2019,1850,14,4774,1141,329,464105
2522,Zara,Wool,2022,3200,11,5444,1237,181,556905
2523,Forever 21,Linen,2018,4798,12,5776,808,347,449377
2524,Forever 21,Microfiber,2019,4842,19,6253,1263,170,574282
2525,Nike,Viscose,2021,5653,14,6883,1407,174,520065
2526,Forever 21,Tencel,2018,2212,19,7756,942,272,560241
2527,Forever 21,Cotton,2018,4875,13,6082,1295,272,465187
2528,Forever 21,Synthetic Blend,2020,4347,10,6692,798,281,456202
2529,Adidas,Linen,2019,1809,10,4727,1264,204,581229
2530,Nike,Tencel,2019,3673,13,6713,859,165,486050
2531,Zara,Synthetic Blend,2020,5791,17,6682,916,337,454518
2532,Forever 21,Nylon,2018,5252,20,6364,1316,331,471454
2533,Zara,Wool,2019,1906,13,4147,1349,203,433292
2534,Nike,Recycled Poly,2019,2874,13,6936,1149,277,514155
2535,Adidas,Nylon,2019,4855,15,4169,1495,344,454247
2536,Forever 21,Nylon,2021,4548,10,5667,959,251,471653
2537,Zara,Wool,2018,4621,16,7829,1150,266,540481
2538,Nike,Microfiber,2022,2586,16,4540,1486,168,599250
2539,Zara,Wool,2019,2534,22,6796,1402,340,439405
2540,Urban Outfitters,Synthetic Blend,2021,2134,14,6384,1467,285,477191
2541,Zara,Polyester,2020,3831,17,4273,1334,249,522729
2542,Adidas,Recycled Poly,2022,2464,15,7845,821,257,547624
2543,Zara,Tencel,2018,4805,21,6282,1077,256,523089
2544,Urban Outfitters,Polyester,2021,3715,21,7808,856,171,569508
2545,Forever 21,Microfiber,2020,4762,10,5241,1295,223,486777
2546,Nike,Wool,2018,5412,22,5603,901,325,500260
2547,Forever 21,Cotton,2019,5214,20,4034,1009,315,578470
2548,Urban Outfitters,Recycled Poly,2021,3354,13,7467,872,248,455308
2549,Urban Outfitters,Nylon,2018,4220,13,5047,921,255,594447
2550,Adidas,Organic Cotton,2022,4426,17,6758,854,175,598042
2551,Forever 21,Tencel,2018,5838,12,7030,1337,254,458671
2552,Adidas,Synthetic Blend,2018,4915,17,4903,905,293,508823
2553,Adidas,Recycled Poly,2020,5575,14,7641,1074,320,435100
2554,Nike,Tencel,2019,3642,16,5067,907,158,483146
2555,Zara,Nylon,2020,5891,21,4114,1082,334,490012
2556,Nike,Linen,2021,4000,24,5355,1164,252,573833
2557,Nike,Wool,2020,3433,20,7961,945,261,517181
2558,Forever 21,Linen,2020,5019,21,7814,1445,302,551803
2559,Urban Outfitters,Nylon,2021,3509,17,4518,780,195,509982
2560,Nike,Organic Cotton,2018,1864,19,7790,1333,228,553181
2561,Zara,Organic Cotton,2019,5069,13,5323,1080,297,519952
2562,Urban Outfitters,Synthetic Blend,2021,3288,12,7495,945,153,538803
2563,Nike,Recycled Poly,2019,4814,12,5088,885,248,452123
2564,Nike,Polyester,2020,3400,16,7246,861,256,450498
2565,Nike,Organic Cotton,2020,3548,10,5854,1280,255,477674
2566,Urban Outfitters,Cotton,2018,1948,9,6187,1361,325,451976
2567,Urban Outfitters,Tencel,2020,3168,13,7817,823,170,516563
2568,Forever 21,Linen,2018,4100,19,4640,914,242,592475
2569,Nike,Recycled Poly,2021,5940,23,5063,973,324,590521
2570,Urban Outfitters,Polyester,2018,5873,15,6632,867,315,597394
2571,Zara,Tencel,2021,4597,13,4911,1155,268,538742
2572,Adidas,Viscose,2021,5079,19,5665,892,199,542691
2573,Zara,Nylon,2020,2307,10,7788,1481,311,513614
2574,Adidas,Linen,2022,2315,9,7799,1076,233,590151
2575,Forever 21,Wool,2018,2097,9,7771,855,273,598891
2576,Adidas,Recycled Poly,2018,4332,14,5309,1174,319,471083
2577,Zara,Microfiber,2018,4266,16,7963,1287,327,452353
2578,Adidas,Microfiber,2022,2511,24,4673,735,200,451882
2579,Adidas,Microfiber,2022,4633,20,6904,857,282,522436
2580,Adidas,Polyester,2022,3327,24,7211,952,238,453507
2581,Nike,Viscose,2020,3546,16,4607,873,188,587755
2582,Urban Outfitters,Cotton,2022,3357,25,6471,1322,194,420373
2583,Nike,Organic Cotton,2021,3619,20,4923,832,208,530946
2584,Urban Outfitters,Nylon,2022,4667,10,5923,1106,173,432833
2585,Forever 21,Linen,2018,5989,14,5593,1321,277,451665
2586,Forever 21,Recycled Poly,2019,4922,10,4404,714,275,452684
2587,Adidas,Microfiber,2018,4701,16,7657,1271,323,566858
2588,Adidas,Nylon,2021,5361,17,6187,964,349,525522
2589,Urban Outfitters,Cotton,2020,5425,17,4536,848,203,476804
2590,Adidas,Recycled Poly,2019,5964,9,6599,808,343,579233
2591,Nike,Synthetic Blend,2019,4635,13,6938,1380,325,585500
2592,Adidas,Recycled Poly,2020,5117,10,5544,887,308,508482
2593,Adidas,Organic Cotton,2018,4991,16,7412,1350,334,545511
2594,Adidas,Nylon,2018,2254,17,5625,1400,275,492293
2595,Zara,Cotton,2018,5777,19,4938,1272,228,451988
2596,Forever 21,Organic Cotton,2019,1911,11,4900,1493,248,465748
2597,Urban Outfitters,Wool,2018,5967,18,6719,1108,208,569660
2598,Urban Outfitters,Wool,2020,4963,11,5285,1448,220,544818
2599,Zara,Organic Cotton,2020,3859,11,7273,878,310,592933
2600,Zara,Organic Cotton,2018,5307,17,4294,779,294,596483
2601,Nike,Organic Cotton,2021,4025,9,6332,1386,173,571055
2602,Urban Outfitters,Viscose,2019,4429,23,6241,1208,241,468460
2603,Zara,Linen,2018,2923,9,5038,872,261,461496
2604,Zara,Nylon,2022,5864,12,4556,1446,319,443541
2605,Adidas,Synthetic Blend,2018,3453,16,7079,1433,260,582609
2606,Urban Outfitters,Linen,2022,5518,21,4148,1279,283,544404
2607,Adidas,Nylon,2019,5292,24,7658,1195,209,440946
2608,Forever 21,Recycled Poly,2019,5386,21,6764,1482,157,540686
2609,Nike,Viscose,2022,5692,22,5443,942,313,474527
2610,Forever 21,Synthetic Blend,2019,2744,11,6580,1488,247,506197
2611,Nike,Cotton,2018,5998,19,4744,938,181,457940
2612,Zara,Recycled Poly,2018,2367,20,7449,724,348,511515
2613,Urban Outfitters,Microfiber,2020,4116,23,7274,990,272,421805
2614,Zara,Polyester,2019,5247,23,5620,1013,229,562804
2615,Urban Outfitters,Linen,2021,4239,23,6429,1160,229,443337
2616,Urban Outfitters,Cotton,2021,4647,22,6828,734,215,506671
2617,Zara,Polyester,2021,3801,20,5289,1415,206,543275
2618,Adidas,Polyester,2022,4963,17,6314,1136,307,468882
2619,Urban Outfitters,Linen,2018,2700,20,4562,1282,328,519655
2620,Adidas,Organic Cotton,2019,2205,20,6431,1177,334,422085
2621,Adidas,Organic Cotton,2020,2702,14,6166,864,268,528403
2622,Adidas,Microfiber,2020,3723,11,7495,1021,307,496016
2623,Forever 21,Viscose,2022,4547,21,5428,988,255,592348
2624,Urban Outfitters,Cotton,2020,4506,17,7582,999,340,478040
2625,Nike,Synthetic Blend,2018,4301,12,5620,1283,304,574425
2626,Adidas,Viscose,2019,3917,17,6368,1161,222,479353
2627,Forever 21,Synthetic Blend,2021,3961,9,6153,1477,323,592328
2628,Forever 21,Recycled Poly,2019,3639,10,6430,1036,278,530134
2629,Adidas,Viscose,2021,3590,25,6386,976,175,485320
2630,Adidas,Nylon,2018,5449,13,4250,1407,194,450184
2631,Urban Outfitters,Polyester,2021,4477,18,7683,1231,239,470519
2632,Nike,Wool,2021,4835,19,5935,1299,183,452941
2633,Zara,Cotton,2018,2151,18,5139,1280,260,499793
2634,Urban Outfitters,Nylon,2019,3630,10,7370,728,186,513263
2635,Zara,Recycled Poly,2018,3471,23,5365,1102,241,558612
2636,Forever 21,Microfiber,2019,4509,19,6572,1393,270,420607
2637,Forever 21,Microfiber,2018,3589,11,5069,1422,242,564847
2638,Nike,Cotton,2020,4480,21,5588,926,171,438999
2639,Adidas,Tencel,2022,4839,10,7625,909,225,468121
2640,Adidas,Microfiber,2019,2911,10,7514,954,199,501271
2641,Urban Outfitters,Synthetic Blend,2019,3971,22,4851,1371,177,424906
2642,Nike,Cotton,2021,5205,25,7036,1409,322,592499
2643,Urban Outfitters,Tencel,2018,2067,19,6911,1424,186,569181
2644,Nike,Microfiber,2022,2210,13,7629,1369,172,589511
2645,Urban Outfitters,Linen,2020,2327,23,5079,892,159,499193
2646,Adidas,Organic Cotton,2018,3071,16,6197,1075,162,462826
2647,Adidas,Tencel,2022,4096,22,5600,1046,196,537559
2648,Nike,Recycled Poly,2019,3446,13,6131,856,309,481282
2649,Zara,Recycled Poly,2018,2901,19,5643,1287,177,476498
2650,Adidas,Polyester,2019,1979,16,4808,959,254,542800
2651,Urban Outfitters,Nylon,2018,5304,23,5495,710,262,531900
2652,Adidas,Linen,2022,4645,19,5020,1466,164,465497
2653,Nike,Wool,2020,3525,10,4320,877,209,572494
2654,Forever 21,Synthetic Blend,2021,3197,16,4118,921,219,454553
2655,Zara,Recycled Poly,2022,4224,23,4278,1295,339,424295
2656,Zara,Linen,2019,3138,13,5198,753,245,435332
2657,Urban Outfitters,Microfiber,2020,5589,12,7406,1187,314,586739
2658,Urban Outfitters,Organic Cotton,2020,5190,12,6548,1315,196,489129
2659,Zara,Microfiber,2020,3662,23,4631,1393,270,584868
2660,Adidas,Organic Cotton,2022,2325,14,4637,1024,303,430512
2661,Forever 21,Organic Cotton,2021,5029,18,6918,960,279,458648
2662,Adidas,Linen,2019,3337,23,6348,1487,169,468839
2663,Zara,Recycled Poly,2018,2504,10,4488,1243,267,554614
2664,Zara,Cotton,2020,5207,10,6742,775,266,432971
2665,Urban Outfitters,Synthetic Blend,2018,3647,13,5443,806,300,582378
2666,Forever 21,Synthetic Blend,2020,3259,19,7011,1482,178,549496
2667,Zara,Recycled Poly,2019,2964,24,7872,1097,341,486722
2668,Adidas,Cotton,2022,5522,14,4669,721,242,495828
2669,Adidas,Recycled Poly,2018,4877,14,5543,1395,232,599594
2670,Nike,Viscose,2021,3375,15,7031,1453,150,561447
2671,Adidas,Cotton,2020,4211,18,5813,718,228,551649
2672,Forever 21,Linen,2022,4508,9,5109,1175,155,463570
2673,Zara,Organic Cotton,2022,4892,25,6803,1057,168,580452
2674,Nike,Cotton,2021,5870,17,6555,1418,196,524139
2675,Urban Outfitters,Wool,2019,3110,19,5696,938,218,468493
2676,Urban Outfitters,Linen,2021,4412,14,4655,1067,295,460268
2677,Zara,Microfiber,2018,5071,20,6223,785,186,578488
2678,Adidas,Polyester,2020,3091,13,6426,992,179,438700
2679,Nike,Microfiber,2019,2144,13,6422,1025,230,594283
2680,Forever 21,Microfiber,2019,5370,16,5897,1384,334,460414
2681,Urban Outfitters,Recycled Poly,2022,4230,14,4175,1141,246,439922
2682,Nike,Wool,2020,2021,19,4397,899,202,448041
2683,Adidas,Wool,2022,2131,10,5116,1287,286,478838
2684,Adidas,Nylon,2018,3248,13,4386,877,350,439993
2685,Nike,Synthetic Blend,2022,2722,20,6204,857,261,562459
2686,Urban Outfitters,Tencel,2021,5088,18,7660,708,176,572790
2687,Zara,Tencel,2020,3947,10,5595,1016,228,455013
2688,Zara,Polyester,2021,3255,25,7750,1209,263,587321
2689,Forever 21,Linen,2019,4369,25,5340,1494,338,521637
2690,Urban Outfitters,Synthetic Blend,2021,4346,12,6440,1145,335,453895
2691,Adidas,Synthetic Blend,2019,2715,13,6928,1146,187,466935
2692,Zara,Cotton,2019,1940,18,6826,765,161,494533
2693,Adidas,Viscose,2020,3577,12,5152,1450,274,553976
2694,Forever 21,Nylon,2018,5658,23,4628,1478,254,574174
2695,Forever 21,Viscose,2022,4074,25,4395,1367,191,554660
2696,Adidas,Nylon,2022,1963,10,4898,1142,258,527432
2697,Zara,Recycled Poly,2018,2311,9,5424,901,341,462282
2698,Forever 21,Organic Cotton,2019,5044,15,7575,798,150,504348
2699,Zara,Organic Cotton,2019,4013,16,7630,1242,210,564135
2700,Zara,Organic Cotton,2022,3125,22,7450,1330,193,593011
2701,Forever 21,Viscose,2018,2288,23,5630,1246,328,533297
2702,Adidas,Linen,2021,3799,16,4726,1269,202,551491
2703,Forever 21,Microfiber,2019,3557,24,5669,1464,171,552555
2704,Nike,Wool,2018,5097,14,5628,1165,176,484967
2705,Urban Outfitters,Tencel,2020,2690,9,7986,776,198,460646
2706,Forever 21,Recycled Poly,2019,3648,13,4406,1389,288,553195
2707,Adidas,Organic Cotton,2019,5577,11,6164,1188,233,425186
2708,Urban Outfitters,Linen,2021,4959,12,6665,744,258,584927
2709,Nike,Viscose,2019,1851,25,4411,1369,218,484844
2710,Zara,Viscose,2019,5626,23,7917,1119,179,540755
2711,Forever 21,Nylon,2020,5232,16,6216,1409,226,511735
2712,Urban Outfitters,Recycled Poly,2018,3034,21,5543,1077,328,524661
2713,Forever 21,Microfiber,2019,4699,12,4566,1031,264,473514
2714,Nike,Viscose,2022,3131,19,5335,928,304,491520
2715,Urban Outfitters,Wool,2018,5440,18,7631,839,298,579338
2716,Zara,Linen,2020,5692,13,7132,1332,255,530900
2717,Forever 21,Synthetic Blend,2018,5387,21,5984,722,293,421008
2718,Forever 21,Viscose,2021,4314,24,5044,1272,240,599721
